Omega_m,Omega_k,H0,eta,gamma,lambda_param
0.31993526947261913,0.001143146848234168,66.52973494104201,0.12509096637609246,0.023912952429223464,0.0690398533341628
0.3076749381001739,0.0014788723801164901,67.15200965883801,0.1761104661424563,0.020431395305592726,0.05791407783372933
0.3162531815700285,0.0014370189790072225,67.23217515415735,0.14899873840277744,0.02457227130794709,0.053205292898644715
0.30324197925672136,0.000862656931399341,67.2285698337802,0.11727909500105924,0.0215906073621498,0.06845189679807702
0.3070308837066094,0.0013247769985622305,67.61979366993073,0.12197537806890026,0.02586851968462445,0.09232079281067886
0.31618116741521474,0.0010766336379517802,68.19398409262624,0.14836304978729495,0.014911178780296585,0.07064394709566522
0.31943079947997244,0.00109981916322755,67.41188226477325,0.1386973673777456,0.019604898955972526,0.08500728287862172
0.31602820968713985,0.0006615458336713344,67.26897264855428,0.1178030015345605,0.020712747428595864,0.06995410255903063
0.31430611030567057,0.0009659228469223608,67.25112683853828,0.10903709653181567,0.010311170462114605,0.08858300044043274
0.3131933778264643,0.000837435281932687,67.41224160210123,0.12852545545769034,0.01665618906568586,0.07372373797286996
0.30612886805779543,0.0011656117629786618,67.01211662065367,0.15245760719161572,0.017745602982564855,0.060521736316742555
0.31068093474963177,0.001214216100080561,67.41048339467335,0.1478527826901278,0.024792823979293402,0.07496570398150834
0.31223616737424126,0.0005851027297967377,67.54934118125935,0.1364715269774982,0.0181726266147416,0.1065100062742061
0.3213427333573135,0.0009955930271991458,67.44806814670129,0.15264340546870409,0.017727684050776092,0.10584826473326282
0.31706170973741077,0.0012243723009588506,67.552167612282,0.17192061455684182,0.024269943122624767,0.08629799954169047
0.3044217590678236,0.000962664207537311,67.54217399592639,0.15706490973998538,0.014528357416839784,0.07694411776879446
0.3169445038163688,0.0011458127290004728,66.61580339345649,0.14520990055803965,0.012715023730225712,0.08355852703142626
0.3126895063175021,0.0010702330935254169,67.62748546652607,0.16934565615319583,0.019553630799722617,0.08375278508099934
0.31093846799816427,0.0010683320463905253,67.07817376482177,0.1259234430490252,0.01520917292768658,0.07840169871449348
0.3186700577330452,0.0009457370043863406,66.89974755153834,0.1428268505902269,0.015361282821361405,0.08561416029883925
0.3211859971349757,0.0007566838391728581,66.8961302323009,0.14337497748119152,0.023293735166751928,0.08212340293230345
0.3205876807146972,0.0007756939705149946,67.54208747639846,0.11955007505581455,0.024503895351650318,0.0742604142195353
0.3099646948606642,0.0011418705028910636,67.26651853056556,0.13834289426745977,0.024155456863408503,0.06107114800924536
0.3131447257448927,0.0010038916511037766,66.65357311072613,0.10027592733940802,0.025435106641228934,0.07209911136669751
0.31698758058842136,0.0009722975510785551,67.56077588238075,0.19198009509624792,0.025964537280059208,0.09099278273610395
0.3208532707627342,0.0009152219915355295,66.7553645850645,0.1264394828659648,0.012485639164692277,0.07852806663256953
0.31212495457292827,0.0009389622309038496,67.41872497057764,0.18448062502269016,0.022801647839717866,0.08350430337381258
0.3138860461400171,0.001209382358897628,67.46016954878269,0.14887594363154832,0.018881567201721766,0.07475476708443382
0.3083619901559638,0.0009329511836263947,67.73194237431191,0.16099187503958703,0.018010303016038256,0.06310603742484062
0.30782276025551597,0.0007317870573396862,68.10830761031607,0.13675760463792858,0.02324165852883482,0.07542055427692265
0.3198751549343652,0.0011487303551080347,66.78683594312177,0.1527823829151185,0.014078818080416994,0.06366316148875972
0.32313744017142493,0.0009590246672270565,67.33796098045352,0.16296126171973402,0.01399556557651072,0.06270566239594673
0.314567939270518,0.0010062791731065552,67.24393917608143,0.1632847055310662,0.02353429097632687,0.09708454913304114
0.32102119738735213,0.001321515661279902,67.5421748681036,0.1658197879717102,0.022951144070043592,0.07269870992598676
0.31716981615028583,0.0009958878885298985,67.45058088379211,0.13952834766909894,0.021546930623486043,0.0678777291180995
0.31112928147236923,0.001057836734623745,67.21193057805061,0.13695172753269882,0.017480346381107455,0.10326939526571358
0.3171683736330505,0.0007642153017403349,67.17482108078345,0.11133394451884511,0.0239753185383285,0.09122477553106362
0.3242282193987958,0.000956066109529808,66.8910906408227,0.16003403725706955,0.023721211568241904,0.07342736161747243
0.3147850437653403,0.0011219052090417202,67.77490186461074,0.17289471036043919,0.021341218060189817,0.08541454488328552
0.32438786193488406,0.0006889252532317515,67.5528657562718,0.18516757863811237,0.016290715834920914,0.07546317522608946
0.29928152937546154,0.001040169018623142,67.74546264307396,0.15501897059535166,0.019299006617081973,0.068609804810806
0.31993141502625133,0.0010201582145289612,67.22963362268028,0.1303709652231029,0.02435133471009777,0.08612036836727507
0.31552228240942903,0.0010082574911174879,67.08412910314834,0.10896678870434252,0.026308764891207148,0.07413547172019695
0.3132059558972048,0.0012074317797316487,66.90710767201573,0.17195833486091705,0.019693853586494687,0.08013247013499104
0.315550564659213,0.0010668877029697042,67.51074538517108,0.10668563896411667,0.02000130812876695,0.09432044852349507
0.30307458651239466,0.0012956143796712888,66.92328684569814,0.14016610621189335,0.02035324356789976,0.09266819655693065
0.31368196867297493,0.0008012820968811928,68.13643848896595,0.14284094295729613,0.02209957203564389,0.07074860062215885
0.3171426754290705,0.0010271849134436697,66.81079011594075,0.14640253182942656,0.018675730799759906,0.08629047403430629
0.3238673642684491,0.0010168933572779896,67.47493725006925,0.14882345980082431,0.009423259769713666,0.06208215630781366
0.3118903786903581,0.000786149101248984,68.01807897702979,0.15117739379645423,0.025771076006588386,0.08575621241973558
0.31014903838264085,0.0011912590004182692,67.6116176988908,0.09244664497219382,0.0281787557886502,0.08122742958701659
0.3119894577384928,0.0014649346611705636,67.43378295924654,0.14833708592701292,0.01855040056157715,0.08468469043545146
0.3204924127062124,0.0009965987851032337,66.95323686827601,0.09671976179542682,0.016733386524324906,0.07453832868033651
0.3169725066579581,0.0011010042176547534,66.77965694080156,0.16484101568109288,0.02045159791043911,0.11026106910478735
0.31182143877739776,0.0010169036951630656,67.68342104574539,0.13523212141651691,0.02024998446508491,0.06548050438569529
0.3180796045986801,0.0008572830660185649,67.99258184112547,0.09838815531986293,0.02498207430865184,0.09357327566452692
0.31558246529608824,0.0006358479444395968,67.17568300399917,0.12927329242013635,0.021218557766580153,0.06352452520347503
0.3208118699431973,0.0008588453033809269,66.88159416680114,0.13488826719875296,0.01782950867851527,0.08656516261943982
0.3107876814367359,0.0007216083238096537,66.32756883916942,0.1753860912037651,0.015726362197767806,0.08763684965877674
0.3130340271204134,0.0013408204156118235,66.94807876566173,0.15252266806025563,0.024462536739278694,0.07982463807343428
0.31264735108120706,0.000976978061215352,67.3122641261504,0.15592223372006334,0.023398044964657,0.07157013384184444
0.3062189103112073,0.0009308161341905659,68.03163176115143,0.1751680975870738,0.025242239512367277,0.08111702336117949
0.31677672166238746,0.0011778307649575612,67.64271615073784,0.14578868137773673,0.017127252997115625,0.08300515500145261
0.31656633163307935,0.0007756497794288225,67.48813586997683,0.16534632310374525,0.028353747598113318,0.10584904729459424
0.31503068073985474,0.0008466271923990896,67.19194974225353,0.1637288056204358,0.014025221971771053,0.06591489572049555
0.31359247719974914,0.0010136144538497242,67.1150703987525,0.1184112016479035,0.02383840408560592,0.07066129755528998
0.30650777554769754,0.001205753798284696,67.95037199095334,0.18187862228548607,0.013361668931212396,0.08327103335604004
0.31247612806340785,0.0011003370090337577,67.44431018711852,0.11533305905837402,0.01783867447320613,0.07515919314407123
0.3129437129008394,0.0010496650285031764,66.47690770939317,0.1690994329379905,0.02724409172179184,0.077499384434041
0.3101863363846703,0.0010156235470472033,67.07711334788316,0.11310732015117045,0.024325457017903958,0.09505527753045641
0.31403228573000397,0.0010800471711053551,66.99954926665592,0.16182844612748848,0.018815118338051273,0.03669600244856148
0.3174243051408872,0.001040330581025851,67.13056911614547,0.19082404219745397,0.018924651828713248,0.07003075982473284
0.32631711540726316,0.0007940055450446128,67.59642247731973,0.14310149089934512,0.02140248844334177,0.05286446160623126
0.31604746687699103,0.0010092158443266303,67.31487314964642,0.14210382021437762,0.02305656396304289,0.061062753446438946
0.3165453023443366,0.0007852622682164495,67.32771652905846,0.16204011998428752,0.026006317530730787,0.11506936738108706
0.314553324505403,0.0010162165085801649,67.9116587277566,0.1404238815128615,0.019175063981566022,0.08797252200929134
0.30348737270820575,0.0009038704117023518,67.06748634228958,0.1898204101860849,0.014552859746051194,0.09327347387587157
0.3148409167473047,0.0015078763245565722,68.14296380087269,0.15242042173755,0.02162787450819504,0.07779205525320353
0.31536138125964613,0.0009920211232496577,67.07805081162414,0.1406361013109233,0.01917027664996642,0.09038070737247865
0.3297794526749117,0.0007191520867476822,67.39746324257727,0.1355734328583993,0.015797465181006214,0.052501532387196265
0.3138458342113133,0.0009731639578646151,67.24189448993084,0.1265421851860205,0.02219067566125118,0.09457447617654402
0.31680928405400166,0.0011038717491275777,67.4118360360704,0.13356163530457774,0.020147544983628845,0.0667023382216015
0.3147917293817685,0.0013346727892305048,67.54672863793071,0.13993451194585227,0.02222604882587918,0.0710302627101113
0.3079879317742828,0.0008821095200122563,67.54221080083732,0.13678430130953265,0.01742222319925128,0.08657726605681978
0.3218569368870901,0.000683514405195272,67.04369072113936,0.1328619686948466,0.022946842121301995,0.08374670137873323
0.3195115981961206,0.0011633674022861963,66.88837583547202,0.1962733482981061,0.015731607212980087,0.08026930072590323
0.31974619168225826,0.0007238802588200697,68.41133215218039,0.12430781324074172,0.01768907444121367,0.05855355769629522
0.30954367527123156,0.000912768911698503,67.15672657736776,0.15137254951586201,0.02002834307565089,0.08049720503232463
0.3234167658656166,0.0009484759028978012,67.65366922424224,0.16162798322450006,0.027967273659838858,0.09340842030224843
0.3065888936232463,0.0009860733093399784,66.68479064958025,0.16249248389842585,0.024139301474193978,0.07101269355850309
0.3185211425628016,0.0011378328914148671,67.24256265764004,0.14665203725700313,0.025308770017071158,0.09872405568010444
0.32814273375485986,0.0008632731435427225,67.30657625872738,0.14246384084751187,0.02666830813337258,0.06590962096128986
0.3090567820492159,0.0009452541495666479,67.55858232936968,0.15838559229850865,0.0354113285432435,0.0790982183757756
0.3116022136223834,0.0009971459294101223,66.21656926078339,0.1541299979494986,0.02116635627023374,0.1020299160006492
0.31559790819052586,0.0010299195915037577,67.4297790574929,0.14204394680034718,0.026681603692519422,0.06877900130950586
0.3119791460753028,0.0010195654349415845,66.87710858874549,0.11207679285033809,0.025050541017607765,0.09480978225065612
0.3056960194136032,0.001087201155044516,67.49622519870186,0.1372377543863353,0.024984130013230105,0.10861978543332713
0.31541137784883616,0.0011687679019283476,66.92474173732798,0.12162934623472846,0.028096958472160725,0.08156566103386226
0.3086261777176434,0.0010785268231301936,67.00069726771126,0.1326553303484745,0.019322747876062096,0.0710947451892504
0.3178415545838111,0.0010907171047018437,67.24507640363483,0.14876413448589007,0.019005259904254484,0.06740891795574964
0.3094834545945972,0.0006835553666507045,66.91802162276666,0.15625093131192216,0.022279062053927448,0.09856904055020987
0.32429960643010525,0.001010045539833136,67.16027553237114,0.18895041327972534,0.020269200912312452,0.09815041299009473
0.31030048024598256,0.0010959015096003218,66.85878217721181,0.13563965328521227,0.022274003411992694,0.10073963684303014
0.31306763090276596,0.0011457882389140901,66.59006841028653,0.16581638961132844,0.027250995140212047,0.0785074247401608
0.31988110330421804,0.0008615298451532412,67.78754196202033,0.15503708056207025,0.01908741310917489,0.09456710412290657
0.3076148141013963,0.000868192145022271,66.81565954901394,0.17780794642471515,0.01978128414962508,0.07826740913310895
0.3163647596076248,0.0008851798649432803,67.28495402720465,0.16125326055069938,0.02169724401410631,0.06575417317587462
0.32284285652569455,0.0011072827799782686,67.67621425422739,0.12480492717241472,0.020086726295899325,0.09586265177668529
0.30535510059263266,0.0012067762109848417,67.10172347694326,0.10836994132630168,0.013343976687946051,0.10350805417417307
0.3161078031511938,0.0009185079785416797,67.01343032210687,0.1551590190923526,0.018679489429204242,0.0636909704082802
0.31655929676549055,0.0011815924627254098,67.45501999724031,0.135845627048291,0.023749492968950018,0.06340853555648995
0.3196909372306639,0.0010246959618329188,67.8295322055454,0.12545278384313627,0.026750187003730587,0.07959972901345187
0.3075782957347315,0.0009751428445675127,66.86888758866368,0.11884571279573922,0.016381525729849095,0.093341929086115
0.30707726032149435,0.0009577231540364062,67.29693791055267,0.15170243644450457,0.01636287040307663,0.0619927120936907
0.31813164939370137,0.0011493222729204314,66.63235227011373,0.1826772770842074,0.021120935210869343,0.08240523605433858
0.3167819080393991,0.001065115563357414,67.19485557845348,0.13860053604876105,0.012697619740488655,0.07014359568910372
0.31650295710207527,0.0014551650855295275,67.374365967506,0.16157621715473242,0.019220119188051492,0.08951243649737503
0.31707868925698185,0.0008295550714005352,67.00105765046287,0.14564787394499537,0.014055831761794427,0.06703169767756165
0.31091985167052905,0.001103620340405995,67.1680634297934,0.11834421195062196,0.026476245199369863,0.09057704500411269
0.316393522182966,0.0008941597980376974,66.76854475731088,0.1649006609007396,0.017922675382598383,0.07662677783773438
0.3167584348397921,0.0008261426026022712,67.39237301678023,0.12282208298737045,0.02761133674535611,0.06494289214478435
0.3107138914918418,0.0009978265725930056,67.80339158453093,0.14849741250365198,0.025454085413833358,0.07995534933140333
0.3261946470668685,0.0010274704958814073,66.89919957469641,0.14014503045487797,0.018414730809210335,0.04993040028267472
0.31784299752547074,0.0015836347110120186,67.098477858048,0.1685407809950109,0.01671216145261569,0.0706135814184259
0.30785217901678413,0.0009631708368633596,67.57106942351075,0.12366252717317419,0.020225817003329646,0.08406101605486993
0.318939321651803,0.0007739642541030633,67.86907810211555,0.15699000787944506,0.02058141350296719,0.05242367831452158
0.30915190997863606,0.0010546021434988772,66.73286027887225,0.12868465963097986,0.02238458777580961,0.040432947203418834
0.3197225076224547,0.0005850719924907264,67.2891104102853,0.13624458011643795,0.017893826841879287,0.04390949020280249
0.3219515734740444,0.0009816086434791468,67.4789149453742,0.06439039476657765,0.023985579494088815,0.09890692833250556
0.3100759060898897,0.0010032050564590322,67.31713631593588,0.1961182671472119,0.022061312219999598,0.07784861480855906
0.32078025677546596,0.0011589200765890423,66.31974733191163,0.16066280945500333,0.019638419373136547,0.07101301908989219
0.317476685561619,0.0011947244498855694,67.57045780390969,0.1303510078234222,0.018151837378327908,0.09317732103500245
0.31993236095996697,0.0008992860762184565,67.99812126745807,0.12213291916834113,0.020260460067605256,0.07293325476296333
0.3263807578959237,0.0009698771970740134,67.40899793549119,0.13660007868377516,0.017732394992689724,0.08302692849800097
0.3135276713039828,0.0008467758338778658,66.92693545761641,0.1644882293008474,0.02123375477953435,0.07938633026384895
0.3104775830138551,0.0007743874890384613,67.144486556527,0.1044820467115467,0.02134175474087964,0.07193500868870534
0.3096629134222469,0.0010619789558761268,68.10336348841535,0.1447435583562302,0.02204682913390536,0.08341218825833659
0.31010513829020736,0.0007452828902806802,67.74218426716143,0.1887247630666415,0.028064969638687418,0.09059891832130217
0.31453738974351536,0.0009170746198856273,67.62881117972142,0.1219192342727405,0.020470221121201712,0.07622640074474518
0.3170469118488999,0.0008009652080201526,67.50969328508444,0.14984885589156405,0.02501839146849793,0.07209166640268078
0.3166601447959801,0.001109936637258052,67.08232241287979,0.1986761257509284,0.021918349587902806,0.0738623138800082
0.31996309949421614,0.0013602860198532977,67.27576010412457,0.16253948748288777,0.020047022792406187,0.04453131200821402
0.31507801135126745,0.0007396824034393338,67.32727245101502,0.15089624787116546,0.020523362920195066,0.08324589319763367
0.3237212044629439,0.0006293963034204862,67.59082121274706,0.15965263846290706,0.0207646943633278,0.06086333066517173
0.3134120590005723,0.0009750226229299865,67.9937459355921,0.13878009729477683,0.022119070830912867,0.08844578086178387
0.3313210149995377,0.0010031395591915517,67.82970201745312,0.1778915195619791,0.01716271693912412,0.07764363848987059
0.31875400408659005,0.0010437318613514596,66.76385857056566,0.13881540947329513,0.015138638466220133,0.08057681644795661
0.3098570546615023,0.000910735896953131,67.45407788693844,0.10293882299907253,0.023617189573897104,0.08950493755909303
0.30857464501163334,0.0009598721402349137,67.66944060497052,0.1390000286093694,0.024592495330325037,0.06510214350488598
0.3178948344914591,0.0010735020821081205,67.61992133866075,0.12576510581283581,0.023982543331211213,0.08453872665026435
0.3136592232880449,0.0012080861785289678,67.09572181937729,0.14153253771945912,0.021619888074225893,0.08301431578843997
0.31928400296455256,0.0006089902459363435,68.5839258706227,0.1420410666411455,0.024068898509813155,0.07622828751035811
0.3178394257474413,0.0009262121121937076,66.82362448382094,0.17554073359551287,0.02385371610406857,0.06507720698854694
0.31456302652405876,0.0010427617587882127,66.90506085240025,0.16399173271328085,0.02415051743581982,0.08792857546082747
0.3099192376915896,0.0008164047790778528,67.45810993412987,0.15405510621423413,0.017561836714631546,0.08955181816628974
0.3059109166518848,0.00134623392635346,68.24905728308482,0.1479322555393503,0.016612192811381477,0.08070403038966827
0.3123209102875979,0.0008729180239542526,67.00879816270425,0.12364626579626611,0.01944572301299092,0.06294546376428033
0.32013839276594086,0.0009917414625985434,67.24835208642827,0.09783296953368942,0.020930463561829378,0.07108826450611819
0.3162845624647812,0.0011112044193684581,67.81246334266659,0.150602680262034,0.02003231549147084,0.078095009163699
0.30752556732772807,0.0008817430422396211,67.35249789494715,0.16627674768219414,0.013493238674648498,0.08932741824973141
0.31603908555510707,0.0006306853904391166,67.21946638109728,0.14550832068537445,0.02788677044854057,0.05524765898330325
0.317311904278373,0.0009142690946166934,67.59756581879242,0.13569835057590587,0.01990381604445706,0.07054294803543434
0.3096968553827932,0.0012058881111854081,67.47445755589642,0.15868354979992688,0.021690817666307816,0.07295991160086697
0.31592235063567314,0.0009326209746429723,67.79278428996746,0.14608335938564002,0.025978195963052238,0.07775167630895456
0.315349252310676,0.0008307131397082043,67.90241693340745,0.1867721164154011,0.01162011092191518,0.0594801207396273
0.30814217821301626,0.0011851344419005444,67.48894128520224,0.17635275186757055,0.018953224512353154,0.0757370083244
0.3171467241620897,0.0009338450207953895,67.4825277446589,0.17006868531153657,0.019451530905680782,0.07434274653531116
0.3183647071582094,0.0008979678372699565,67.44992661256018,0.16542788462682778,0.019654759818197424,0.06343612192765516
0.32149830745905167,0.001029891217932662,67.5654348337927,0.11832614946761648,0.02030605363714419,0.07723048623746974
0.32132281231220944,0.0011541500419237575,67.38317166790601,0.16324885514720977,0.02678853919377938,0.07088246354821748
0.30673398379225747,0.0014763427063465093,67.35974443742464,0.15665549702587123,0.02369383550290889,0.08643379213764561
0.3093730497605093,0.0011654472215314846,67.86258339074745,0.16194776875299674,0.02483214107451532,0.06572008658493492
0.31809021160325196,0.001231967993277669,67.99676879574912,0.1593300181967002,0.021188481087243697,0.08034751183192683
0.31808271570547325,0.0008988067602024289,66.72682776325397,0.1584135395205055,0.015402507815417996,0.06687416744156098
0.3180902861178363,0.0007948263788061048,67.36420888373104,0.21011992879964067,0.012681211859415974,0.07000368642761781
0.3381163889439283,0.0010124662699238247,67.070748337953,0.14624772959110585,0.014882369107073478,0.08345937441558109
0.318425343064159,0.0010214339830519194,67.22939198407585,0.1695357597590746,0.02243906281666408,0.08252076599263233
0.3218133938410836,0.0007842974517270805,67.52905680808884,0.13716723436392791,0.021127078850790543,0.0727446672613246
0.32072401058095923,0.0009649410940191975,67.64116411604783,0.16618475642941644,0.020159345409775972,0.07495884072500998
0.3189083475078348,0.001079863520343826,67.31290689368323,0.16960435747534647,0.019525692373039454,0.05719590332335714
0.31310838453215795,0.001072078679003616,66.55639705941643,0.15638179977411298,0.02904688630177099,0.1000414646587105
0.3195538153229596,0.0011008575706768545,66.954680856158,0.1863926796746595,0.017708385636094105,0.08931184596817042
0.3103630487127746,0.0010581929460274887,67.73652986148407,0.1276616511637104,0.024711277824464237,0.08877172076306661
0.31357908835955994,0.0008985982681459888,66.20902090274532,0.13679391834163088,0.021007651744083977,0.055074516745656776
0.3120878187130254,0.0008972198746702314,67.85871940370644,0.15288474197854024,0.020756241952856015,0.0700676501126607
0.31549124483631796,0.0007602097204012248,67.57891659607071,0.16825855763013708,0.02570655019446698,0.07398180956614565
0.32888795140004107,0.001356955007837019,67.9127939542426,0.15212687898978344,0.02685012153076578,0.05003407761948982
0.30379640884444953,0.0010026900729238587,67.27660094151,0.17757245783974301,0.020041802172460647,0.0923492514411413
0.3191175611422471,0.0009550293888410296,66.49420972191038,0.13278113296777466,0.02419681087696857,0.10080826732822204
0.3053237047728621,0.0008142415837095083,67.54075230943273,0.12176669474176324,0.022455565448600216,0.10992902434005421
0.3121684088052634,0.0015871315804655557,67.8953543120961,0.1550869517403396,0.02102974855523966,0.06331174258723396
0.3215337035818042,0.0007853343935554209,67.74838315831563,0.14622485364938498,0.021817019770628106,0.0807598524525141
0.3153856801145728,0.0009142304148787853,67.08166957693503,0.16048586556823904,0.01824796474062065,0.09884227403725632
0.30853353133242417,0.0010831673672572122,67.39643965169431,0.1473697473100704,0.019775602426675663,0.07519572281579569
0.3107081777444402,0.0011200425931488555,67.13620876711244,0.14017954481566047,0.018677458880989175,0.07049518129235983
0.31907758649360807,0.0011915864110431367,67.01590808504046,0.14627643585035435,0.02460550686571568,0.05100973489683264
0.3106178002096972,0.0013615217015538526,67.76126319989554,0.14866352458024323,0.02061919553783575,0.09598933686657624
0.3162987515374919,0.0011012315310921425,66.85703642926863,0.1409854301034884,0.015809143901539847,0.07871108865889953
0.3152734310394229,0.0007887938400066665,66.98459709915572,0.14332796293456115,0.01810625110734765,0.06805987211555406
0.3110903979143651,0.0009486109749756437,66.8963092339416,0.13871735324930107,0.008202941419151288,0.0832578593474329
0.32786366453595195,0.001061566474502777,66.7340960402144,0.16770329775699633,0.019022029592471408,0.08129508059767998
0.31880351413390806,0.0014136452083011648,67.4214940025739,0.1524624831036334,0.021150580260388598,0.08152388653531888
0.30284914448005434,0.0007204389043151407,67.84783128036243,0.19990530685988162,0.020455456604532105,0.07574352906509987
0.31611872588861656,0.0012405153010450454,67.28235176237699,0.15169620467940462,0.028920617406125573,0.10333537238145049
0.3110292812113897,0.0010359828739092834,66.72758592376304,0.13533027818244078,0.02329962416366015,0.07699510400106367
0.32011460000877734,0.0011675661070458961,67.71277670669166,0.20942553362185048,0.023121807412356605,0.10328983114484958
0.3102448755694038,0.0009796010566728137,68.06799473669469,0.1575134066874297,0.01442692386171889,0.08746175389600297
0.31431158135119863,0.0008315134739747348,67.08857822385843,0.17077287009853478,0.01954143178353147,0.08426755214142596
0.3180299236738827,0.0011501745558802664,67.15900720797856,0.1616183686136573,0.01905334877070522,0.07730087870082768
0.3201945311650207,0.0011308862054211243,67.57657746463502,0.1623292536738482,0.017855675204767968,0.09360935040318881
0.30779822155766534,0.0011944113931479444,68.04118697406972,0.1603200431811069,0.017800477337946614,0.08069487651366992
0.31299299258495433,0.000997339072924273,67.14166965879541,0.12265205501015049,0.013767508184233506,0.06501803177329703
0.3121503281330343,0.0008800355953360302,66.80037109198075,0.15645316809391246,0.015896587181274686,0.06451761713502947
0.31108002460455775,0.0006882426009952317,67.62519581463441,0.11752819001144449,0.0244963736110598,0.08533726932901409
0.3255927254416866,0.0011638746536278813,67.69560859071977,0.14398965476251172,0.02042834123202727,0.06538931672250256
0.31742989026576574,0.0010847778964887971,67.3625752091828,0.1313107984990444,0.018974390326902665,0.07806653414541251
0.3074346962739897,0.0008068434734272081,67.12558403094387,0.15622181427452064,0.02097835466138917,0.09485776807826637
0.3205071716823287,0.0008922852653406751,67.77763906701666,0.15568490368877938,0.025669562714804604,0.083559552668415
0.3277329371820758,0.0009066482376097119,67.58177512191014,0.1590663554875993,0.021016842083503143,0.06816797694506879
0.3211947915633069,0.0007034031136035164,67.03725708290054,0.154607821173229,0.023161496523724154,0.1001498126742421
0.3058837802042759,0.0008364635206789732,67.38061978714838,0.1340430171389128,0.017613580630446973,0.08721812855492052
0.3120945955628025,0.0007732339286387292,66.79228283654965,0.14199691974491135,0.018525480197013125,0.09426689480806134
0.32260146689511976,0.0009175041976224127,67.64807399170392,0.16916911170885315,0.022415907540254704,0.04498662485186047
0.31075398320628733,0.0008522605003340874,67.2498619008592,0.1725607035777712,0.028570614833348457,0.08396279317394119
0.31766291656887735,0.0006745990158266502,67.17700145039841,0.12162398873158936,0.026719099438059498,0.0916323675456984
